m2_supply_zscore,btc_price_zscore
-1.2258446849631193,-0.6274661449135372
-1.2109055961335942,-0.6316764422573775
-1.178089259729679,-0.6271099299836677
-1.149162879973895,-0.632658102362632
-1.096276022566324,-0.6401082190527395
-1.089406524655795,-0.6372716485220001
-1.0731431952652035,-0.6378859962533029
-1.0606042924526107,-0.6394289108955317
-1.0419407770450875,-0.6402080074783294
-1.0214978133836323,-0.6376805307231682
-1.0013445273449098,-0.6353585194981417
-0.9789979678769221,-0.6399108629928931
-0.9633139937317975,-0.6392272005216516
-0.9283871489336836,-0.631703586709804
-0.9021506328175648,-0.6285403358201532
-0.8476912397437281,-0.6224074349444435
-0.8141714005417465,-0.627638233447826
-0.7876038242853609,-0.6223400870050404
-0.7543322801885793,-0.6235564919180732
-0.7266887584763282,-0.6215252220053482
-0.6989210892114767,-0.6135607166392432
-0.6746709339369565,-0.5994137105534554
-0.6417718324979748,-0.612750373978266
-0.6172319996007218,-0.6103541023565895
-0.5871055268364713,-0.607336134203198
-0.5562341687566216,-0.5971865368872399
-0.5396397792257647,-0.5948833952247038
-0.5086028910757817,-0.5742641773978086
-0.47938683369726437,-0.5750582125470592
-0.45070874904667974,-0.5551282085184804
-0.42670688887735964,-0.5653997839381252
-0.40568456997043817,-0.5354676952387992
-0.3943871426838447,-0.4470559629367331
-0.3708818727249239,-0.4455262870763883
-0.35060443913360173,-0.42809542224505365
-0.3333893118397444,-0.2686311319414716
-0.31145657754708983,-0.28309569686024255
-0.29722099151563114,-0.08181352801974973
-0.27545378729310965,0.2774134253160219
-0.26825322924231376,0.5063195395283663
-0.2506242767731233,0.12333038463918468
-0.22728453688433636,0.275313559652693
-0.2147042515542101,-0.054797409979544194
-0.18776423264002481,0.1289113257385974
-0.16305886967263888,-0.007024674208529866
-0.15101655707044537,-0.09488496253099576
-0.13347036963632186,-0.013537800610847521
-0.12080731927112869,-0.03867083348226511
-0.11778639549119657,-0.09984277954015904
-0.11008924723000141,-0.11506451316953008
-0.06088543388289459,-0.2997111861052558
-0.03208320167971107,-0.33139335736654796
-0.014288719140387547,-0.36174583600395127
0.0051196815827356905,-0.33002213008339937
0.02001738789472748,-0.24292803430869336
0.06131714039297108,-0.18954230510211906
0.11043818870501097,0.08683123491728799
0.13977839363612798,0.2625671500013644
0.17151878458417671,0.23836684427988672
0.20930102309208967,0.22373464022459516
0.2616912902892609,0.05696179207131616
0.3021220099193049,0.13106112469022854
0.3330347505166881,-0.025732359897299724
0.36651320720113617,-0.04486347820365113
0.39274972331725494,0.14230928560924236
0.6165877606549314,0.07142310590787711
1.0422483360025643,-0.07956728029588865
1.3940411175532366,0.10779938139445237
1.5126434128037038,0.15399775976500502
1.5707444674204725,0.11930729544593673
1.596318863256058,0.2840728920983306
1.6886846423904074,0.31483896674560313
1.7491445005065736,0.2440851644429424
1.8356753446687266,0.5131407268103517
1.9065222146857546,0.9455738404486509
2.0162272686665603,1.847946052599257
2.1285394212519657,2.203309011367365
2.230381796901442,3.577126656787577
2.3155884005025293,4.40966578978961
2.4198723446864716,4.174644890106755
2.4269073726671344,2.5480000843784514
